"id","title","categories","year","players_min","players_max","playtime_min","playtime_max","thumbnail_url","created_at","bgg_id","thumbnail_file","mana_meeple_category","description","designers","publishers","mechanics","artists","average_rating","complexity","bgg_rank","users_rated","min_age","is_cooperative","image","nz_designer","game_type","date_added","status","is_expansion","base_game_id","expansion_type","modifies_players_min","modifies_players_max","has_sleeves"
232,Cosmic Encounter,"Bluffing, Negotiation, Science Fiction, Space Exploration",2008,3,5,60,120,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__small/img/gE--xqnuor4bft2J361zxJJGCjM=/fit-in/200x150/filters:strip_icc()/pic1521633.jpg,2025-12-10 06:28:02.636,39463,,,"Build a galactic empire...

In the depths of space, the alien races of the Cosmos vie with each other for control of the universe. Alliances form and shift from moment to moment, while cataclysmic battles send starships screaming into the warp.

This classic game of alien politics returns from the warp once more!

In Cosmic Encounter, each player becomes the leader of one of dozens of alien races, each with its own unique power. On a player's turn, he or she becomes the offense. The offense encounters another player on a planet by moving a group of his or her ships through the hyperspace gate to that planet. Both sides can invite allies and play cards to try and tip the encounter in their favor.

The object of the game is for players to establish colonies in other players' planetary systems by landing their ships on the other players' planets. The winner(s) are the first player(s) to have five colonies on planets outside his or her home system. The players must use force, cunning, and diplomacy to ensure their victory. And, because alliances are a key part of the game, multiple players can win together!","[""Bill Eberle"", ""Jack Kittredge"", ""Bill Norton"", ""Peter Olotka"", ""Kevin Wilson""]","[""Fantasy Flight Games"", ""Arclight Games"", ""Asterion Press"", ""Edge Entertainment"", ""Galakta"", ""Heidelberger Spieleverlag"", ""House of Monks""]","[""Alliances"", ""Card Play Conflict Resolution"", ""Hand Management"", ""Interrupts"", ""Negotiation"", ""Prisoner's Dilemma"", ""Race"", ""Simultaneous Action Selection"", ""Take That"", ""Trading"", ""Variable Player Powers""]","[""Andrew Navaro"", ""Ryan Barger"", ""Felicia Cano"", ""Sabe Lewellyn"", ""Brian Schomburg"", ""WiL Springer""]",7.50959,2.5806,222,34516,12,false,https://cf.geekdo-images.com/S8cE-Ld7XP5sVz-upKJ-Bg__original/img/c4ZrfOtpp6tDHLyMsKecc2ne370=/0x0/filters:format(jpeg)/pic1521633.jpg,false,,2025-12-10 06:28:02.637,BUY_LIST,false,,,,,
233,Tigris & Euphrates,"Abstract Strategy, Ancient, Civilization, Territory Building",1997,2,4,60,120,https://cf.geekdo-images.com/t-cfSQs4Ic3SAzCSxTigLg__small/img/S1_WOK5YsEMbw0EHwCFIN026tkM=/fit-in/200x150/filters:strip_icc()/pic9203204.png,2025-12-10 06:28:12.234,42,,,"Regarded by many as Reiner Knizia's masterpiece, Tigris & Euphrates is set in the ancient fertile crescent with players building civilizations through tile placement. Players are given four different leaders: farming, trading, religion, and government. The leaders are used to collect victory points in these same categories. However, your score at the end of the game is the number of points in your weakest category, which encourages players not to get overly specialized. Conflict arises when civilizations connect on the board, i.e., external conflicts, with only one leader of each type surviving such a conflict. Leaders can also be replaced within a civilization through internal conflicts.

Starting in the Mayfair edition from 2008, Tigris & Euphrates included a double-sided game board and extra components for playing an advanced version of the game. This ""ziggurat expansion"", initially released as a separate item in Germany for those who already owned the base game, is a special monument that extends across five spaces of the board. The monument can be built if a player has a cross of five civilization tokens of the same color by discarding those five tokens and replacing them with the ziggurat markers, placing a ziggurat tower upon the middle tile. The five ziggurat markers cannot be destroyed. All rules regarding monuments apply to the ziggurat monument as well. If your king is inside the kingdom of the ziggurat, you will get one victory point in a color of your choice at the end of your turn.

Some versions of Tigris & Euphrates are listed as being for 2-4 players, while others incorrectly state that they're for 3-4 players. Tigris & Euphrates is part of what is sometimes called Reiner Knizia's tile-laying trilogy.","[""Reiner Knizia""]","[""Hans im Gl\u00fcck"", ""25th Century Games"", ""999 Games"", ""CZ Cloud Soft Co. Ltd"", ""Devir"", ""Edge Entertainment"", ""Fantasy Flight Games"", ""Gal\u00e1pagos Jogos"", ""Giochi Uniti"", ""Heidelberger Spieleverlag"", ""Hobby Japan"", ""Lacerta"", ""Matagot"", ""Mayfair Games"", ""Pegasus Spiele"", ""Smart Ltd"", ""Top Licence Games"", ""Wargames Club Publishing"", ""Z-Man Games""]","[""Area Majority / Influence"", ""Chaining"", ""Connections"", ""Force Commitment"", ""Hand Management"", ""Hidden Victory Points"", ""Highest-Lowest Scoring"", ""Income"", ""Set Collection"", ""Square Grid"", ""Take That"", ""Tile Placement""]","[""Bascu"", ""Christine Conrad"", ""Doris Matth\u00e4us"", ""Ian O'Toole"", ""Tom Thiel"", ""Ricarda Thiel"", ""Stephen Graham Walsh""]",7.70356,3.4804,127,29677,14,false,https://cf.geekdo-images.com/t-cfSQs4Ic3SAzCSxTigLg__original/img/SfOjGBpLyPrnntZjjxrnSXmJWT4=/0x0/filters:format(png)/pic9203204.png,false,,2025-12-10 06:28:12.234,BUY_LIST,false,,,,,
234,El Grande Big Box,Renaissance,2015,2,5,90,90,https://cf.geekdo-images.com/dTREkApZZA0e46TYFmVgIA__small/img/abTJAmQCzAMIrwzBcXtd4gPMQmY=/fit-in/200x150/filters:strip_icc()/pic2748424.jpg,2025-12-10 06:28:22.202,171908,,,"In El Grande, players take on the roles of Grandes in medieval Spain. The king's power is flagging, and these powerful lords are vying for control of the various regions. To that end, you draft caballeros (knights in the form of meeples) into your court and subsequently move them onto the board to help seize control of regions. After every third round, the regions are scored, and after the ninth round, the player with the most points is the winner.

In each of the nine rounds, you select one of your 13 power cards to determine turn order as well as the number of caballeros you get to move from the provinces (general supply) into your court (personal supply).

A turn then consists of selecting one of five action cards which allow variations to the rules and additional scoring opportunities in addition to determining how many caballeros to move from your court to one or more of the regions on the board (or into the castillo—a secretive tower). Normally, you may only place your caballeros into regions adjacent to the one containing the king's pawn. The one hard and fast rule in El Grande is that nothing may move into or out of the king's region. One of the five action cards that is always available each round allows you to move the king to a new region. The other four action cards vary from round to round.

The goal is to have a majority of caballeros in as many regions (and the castillo) as possible during a scoring round. Following the scoring of the castillo, you place any meeples you had stashed there into the region you had secretly indicated on your region dial. Each region is then scored individually according to a table printed in that region. Two-point bonuses are awarded for having sole majority in the region containing your Grande (large meeple) and in the region containing the king.

El Grande Big Box, the 20th anniversary edition of El Grande, includes all previously published expansions: Grand Inquisitor & Colonies, Grandissimo, King & Intrigant, King & I","[""Wolfgang Kramer"", ""Richard Ulrich""]","[""Hans im Gl\u00fcck"", ""999 Games"", ""Devir"", ""Filosofia \u00c9ditions"", ""Giochi Uniti"", ""Korea Boardgames"", ""MeepleBR"", ""Swan Panasia Co., Ltd."", ""Z-Man Games""]","[""Area Majority / Influence"", ""Area Movement"", ""Auction / Bidding"", ""Hand Management"", ""Memory"", ""Open Drafting"", ""Simultaneous Action Selection""]","[""Doris Matth\u00e4us""]",8.18859,2.8,,3496,12,false,https://cf.geekdo-images.com/dTREkApZZA0e46TYFmVgIA__original/img/QWCi5b5HBizPfVYrIHo_IU8wKT8=/0x0/filters:format(jpeg)/pic2748424.jpg,false,,2025-12-10 06:28:22.202,BUY_LIST,false,,,,,
332,Istanbul,Economic,2014,2,5,40,60,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__small/img/Vzpg3sdeAbCy0IxSAoh1aH9nvDE=/fit-in/200x150/filters:strip_icc()/pic1885326.jpg,2025-12-10 17:13:25.033,148949,,,"There's hustle and bustle at Istanbul's grand bazaar as merchants and their assistants rush through the narrow alleys in their attempt to be more successful than their competitors. Everything must be well organized: wheelbarrows must be filled with goods at the warehouses, then swiftly transported by the assistants to various destinations. Your goal? Be the first merchant to collect a certain number of rubies.

In Istanbul, you lead a group of one merchant and four assistants through 16 locations in the bazaar. At each such location, you can carry out a specific action. The challenge, though, is that to take an action, you must move your merchant and an assistant there, then leave the assistant behind (to handle all the details while you focus on larger matters). If you want to use that assistant again later, your merchant must return to that location to pick him up. Thus, you must plan ahead carefully to avoid being left with no assistants and thus unable to do anything...

In more detail, on a turn you move your merchant and his retinue of assistants one or two steps through the bazaar, either leave an assistant at that location or collect an assistant left earlier, then perform the action. If you meet other merchants or certain individuals at the location, you might be able to take a small extra action. Possible actions include:


    Paying to increase your wheelbarrow capacity, which starts the game with a capacity of only two for each good.
    Filling your wheelbarrow with a specified good to its limit.
    Acquiring a special ability, and the earlier you come, the easier they are to collect.
    Buying rubies or trading goods for rubies.
    Selling special combinations of goods to make the money you need to do everything else.


When a merchant has collected five rubies in his wheelbarrow, players complete that round, then the game ends. If this player is the only one who's reached this goal, he wins immediately; otherwise ties are broken by money in hand.","[""R\u00fcdiger Dorn""]","[""Pegasus Spiele"", ""2 Pionki"", ""Albi"", ""Alderac Entertainment Group"", ""Asterion Press"", ""Devir"", ""Grow Jogos e Brinquedos"", ""Hobby Japan"", ""Hobby World"", ""Lex Games"", ""Matagot"", ""Piatnik"", ""Portal Games"", ""Swan Panasia Co., Ltd."", ""White Goblin Games""]","[""Contracts"", ""Dice Rolling"", ""Grid Movement"", ""Mancala"", ""Market"", ""Modular Board"", ""Network and Route Building"", ""Pick-up and Deliver"", ""Race"", ""Variable Set-up"", ""Worker Placement""]","[""Andreas Resch""]",7.53749,2.5835,187,33214,10,false,https://cf.geekdo-images.com/PHH9Mreen2sBcxV6ZsE3ew__original/img/pHIJibqf-DmlOQD3CfT_rAjGmc0=/0x0/filters:format(jpeg)/pic1885326.jpg,false,,2025-12-10 17:13:25.033,BUY_LIST,false,,,,,
333,Hansa Teutonica,Medieval,2009,2,5,45,90,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__small/img/4350nWgj6kTrn8BWFI6cxvts_E0=/fit-in/200x150/filters:strip_icc()/pic839090.jpg,2025-12-10 17:13:25.302,43015,,,"The players act as traders trying to get victory points for building a network of offices, controlling cities, collecting bonus markers, or when other traders use the cities they control. After controlling a line between two cities with your pawns, you can decide to build an office (and maybe also establish control and/or get a bonus marker) or to get a skill improvement from some of the cities.

Players have to improve their traders' ""skills"" for the following effects: getting more VP from offices in their network, getting more available action points, increasing the number of available pawns, and getting the right to place pawns and get more special pawns.

This game appeared originally as Wettstreit der Händler at the Hippodice competition.","[""Andreas Steding""]","[""Argentum Verlag"", ""999 Games"", ""Egmont Polska"", ""Z-Man Games""]","[""Action Points"", ""Area Majority / Influence"", ""End Game Bonuses"", ""Network and Route Building"", ""Ownership"", ""Take That"", ""Tech Trees / Tech Tracks""]","[""Dennis Lohausen""]",7.74511,3.0915,146,16926,12,false,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__original/img/RqYxJUdNXPmHUWrlADIbTf9Bi_g=/0x0/filters:format(jpeg)/pic839090.jpg,false,,2025-12-10 17:13:25.302,BUY_LIST,false,,,,,
334,Azul: Queen's Garden,"Abstract Strategy, Puzzle, Renaissance",2021,2,4,45,60,https://cf.geekdo-images.com/l-NBWJ1gIcfOCfrvAw8qvw__small/img/kvxUPoBvCzjV5r6poE29LFUQnSM=/fit-in/200x150/filters:strip_icc()/pic6389125.jpg,2025-12-10 17:13:29.530,346965,,,"Welcome back to the palace of Sintra! King Manuel I has commissioned the best garden designers of Portugal to construct the most extraordinary garden for his wife, Queen Maria of Aragon.

In Azul: Queen's Garden, players are tasked with arranging a magnificent garden for the King's lovely wife by arranging beautiful plants, trees, and ornamental features.

Using an innovative drafting mechanism, the signature of the Azul series, players must carefully select colorful tiles to decorate their garden. Only the most incredible garden designers will flourish and win the Queen's blessing.

—description from the publisher","[""Michael Kiesling""]","[""Next Move Games"", ""Belleville (\u0411\u0435\u043b\u044c\u0432\u0456\u043b\u044c)"", ""Broadway Toys LTD"", ""Gal\u00e1pagos Jogos"", ""G\u00e9m Klub Kft."", ""Ghenos Games"", ""Hobby Japan"", ""Korea Boardgames"", ""Lacerta"", ""MINDOK"", ""MIPL"", ""Paladium Games"", ""Rebel Sp. z o.o."", ""Tower Tactic Games"", ""Zvezda""]","[""End Game Bonuses"", ""Pattern Building"", ""Set Collection"", ""Tile Placement"", ""Turn Order: Claim Action""]","[""Chris Quilliams""]",7.44171,2.9178,671,5972,10,false,https://cf.geekdo-images.com/l-NBWJ1gIcfOCfrvAw8qvw__original/img/VaPUWBlEE3Wg_QGYAsHxKV8mBkw=/0x0/filters:format(jpeg)/pic6389125.jpg,false,,2025-12-10 17:13:29.530,BUY_LIST,false,,,,,
335,The Resistance: Avalon,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies / Secret Agents",2012,5,10,30,30,https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__small/img/RKui79VjUbQAzTWaPu44ytupzDs=/fit-in/200x150/filters:strip_icc()/pic1398895.jpg,2025-12-10 17:13:29.809,128882,,,"The Resistance: Avalon pits the forces of Good and Evil in a battle to control the future of civilization. Arthur represents the future of Britain, a promise of prosperity and honor, yet hidden among his brave warriors are Mordred's unscrupulous minions. These forces of evil are few in number but have knowledge of each other and remain hidden from all but one of Arthur's servants. Merlin alone knows the agents of evil, but he must speak of this only in riddles. If his true identity is discovered, all will be lost.

The Resistance: Avalon is a standalone game, and while The Resistance is not required to play, the games are compatible and can be combined.","[""Don Eskridge""]","[""Indie Boards & Cards"", ""Board Game VN"", ""Broadway Toys LTD"", ""Devir"", ""Edge Entertainment"", ""Enigma (Bergsala Enigma)"", ""Fantasmagoria"", ""Geekach LLC"", ""G\u00e9m Klub Kft."", ""Heidelberger Spieleverlag"", ""Hobby Japan"", ""Kaissa Chess & Games"", ""Korea Boardgames"", ""Lanlalen"", ""Matagot"", ""Portal Games"", ""Raven Distribution"", ""Wargames Club Publishing""]","[""Finale Ending"", ""Hidden Roles"", ""Roles with Asymmetric Information"", ""Simultaneous Action Selection"", ""Team-Based Game"", ""Traitor Game"", ""Variable Player Powers"", ""Voting""]","[""Luis Francisco"", ""George Patsouras"", ""Nan Sumana"", ""Rafa\u0142 Szyma"", ""Marco Turini""]",7.49621,1.736,228,35919,13,false,https://cf.geekdo-images.com/LPa6rsGcv8S0-OeNjCOAEQ__original/img/AF8HHaIad1re-eg3kd9mlm2j_ss=/0x0/filters:format(jpeg)/pic1398895.jpg,false,,2025-12-10 17:13:29.809,BUY_LIST,false,,,,,
3,Cascadia,"Animals, Environmental",2021,1,4,30,45,/thumbs/3-cascadia.jpg,2025-09-16 00:59:18.753,295947,"3-cascadia.jpg",GATEWAY_STRATEGY,"Cascadia is a puzzly tile-laying and token-drafting game featuring the habitats and wildlife of the Pacific Northwest.

In the game, you take turns building out your own terrain area and populating it with wildlife. You start with three hexagonal habitat tiles (with the five types of habitat in the game), and on a turn you choose a new habitat tile that's paired with a wildlife token, then place that tile next to your other ones and place the wildlife token on an appropriate habitat. (Each tile depicts 1-3 types of wildlife from the five types in the game, and you can place at most one tile on a habitat.) Four tiles are on display, with each tile being paired at random with a wildlife token, so you must make the best of what's available — unless you have a nature token to spend so that you can pick your choice of each item.

Ideally you can place habitat tiles to create matching terrain that reduces fragmentation and creates wildlife corridors, mostly because you score for the largest area of each type of habitat at game's end, with a bonus if your group is larger than each other player's. At the same time, you want to place wildlife tokens so that you can maximize the number of points scored by them, with the wildlife goals being determined at random by one of the four scoring cards for each type of wildlife. Maybe hawks want to be separate from other hawks, while foxes want lots of different animals surrounding them and bears want to be in pairs. Can you make it happen?

","[""Randy Flynn""]","[""Flatout Games"", ""Alderac Entertainment Group"", ""Boardgame Mall"", ""CMON Global Limited"", ""CrowD Games"", ""Delirium Games"", ""Fantasmagoria"", ""Gaming Library"", ""Gu00e9m Klub Kft."", ""Grok Games"", ""Hid Konem (u0425u0456u0434 u041au043eu043du0435u043c)"", ""Kaissa Chess & Games"", ""KOSMOS"", ""Little Rocket Games"", ""Lord of Boards"", ""Lucky Duck Games"", ""MINDOK"", ""MIPL"", ""NeoTroy Games"", ""Regatul Jocurilor"", ""Salta da Caixa"", ""Terra Publica"", ""Tower Tactic Games"", ""White Goblin Games"", ""u682au5f0fu4f1au793eu30b1u30f3u30d3u30eb (KenBill)""]","[""End Game Bonuses"", ""Hexagon Grid"", ""Open Drafting"", ""Pattern Building"", ""Solo / Solitaire Game"", ""Tile Placement"", ""Variable Set-up""]","[""Beth Sobel""]",7.90913,1.8495,54,50152,10,false,https://cf.geekdo-images.com/MjeJZfulbsM1DSV3DrGJYA__original/img/B374C04Eip7fmQBGJzgiOTp-jyQ=/0x0/filters:format(jpeg)/pic5100691.jpg,false,Abstract • Family,2025-07-01 00:00:00.000,OWNED,false,,,,,
336,Tiny Epic Galaxies,"Dice, Print & Play, Science Fiction, Space Exploration",2015,1,5,30,45,https://cf.geekdo-images.com/c_87h8o0AOrfCO3hxMjjrA__small/img/OPNd-zRznLHOLfNDIN8rdhSMHPM=/fit-in/200x150/filters:strip_icc()/pic2349732.jpg,2025-12-10 17:13:34.103,163967,,,"In Tiny Epic Galaxies each player controls a galactic empire, aiming to expand their influence by acquiring highly contested planets and increasing their cosmic armada. The game revolves around an innovative dice-rolling combo mechanic. The number of dice you roll is determined by the strength of your galaxy. Each die is engraved with symbols representing the various actions you can take, such as moving a spaceship, increasing your culture or energy resources, or advancing your political or economic influence over newly discovered planets.

Through careful planning, you must make the most out of your turn, taking the available actions in whichever order you consider most beneficial. But be careful, as each of your opponents can choose to follow each action you take by expending valuable resources. This means that it can always be your turn, even when it is someone else’s turn!

Players will colonize new planets throughout the game, thereby earning victory points and accumulating special abilities which they can activate for their galactic empire. Careful spending of resources will ensure the fastest growth of your empire, while allowing you to receive the biggest possible pay‐off from the actions you take.

Will your influence be enough to control the most powerful planets in the galaxy? Will you be able to meet your secret objective along the way? Will your empire stand victorious?

Tiny Epic Galaxies FAQ","[""Scott Almes""]","[""Gamelyn Games"", ""(Web published)"", ""Devir"", ""GaGa Games"", ""Galakta"", ""Giochix.it"", ""MeepleBR"", ""Pixie Games"", ""Reflexshop"", ""REXhry"", ""Schwerkraft-Verlag""]","[""Action Retrieval"", ""Contracts"", ""Dice Rolling"", ""End Game Bonuses"", ""Follow"", ""Open Drafting"", ""Re-rolling and Locking"", ""Solo / Solitaire Game"", ""Take That"", ""Variable Phase Order"", ""Variable Player Powers""]","[""William Bricker""]",7.32298,2.1547,387,21966,14,false,https://cf.geekdo-images.com/c_87h8o0AOrfCO3hxMjjrA__original/img/a1VPd_zbaoq3vthJxghgsnt2AyM=/0x0/filters:format(jpeg)/pic2349732.jpg,false,,2025-12-10 17:13:34.103,BUY_LIST,false,,,,,
337,Viticulture: Tuscany Essential Edition,"Expansion for Base-game, Farming",2016,1,6,60,150,https://cf.geekdo-images.com/Xf1C1NuxY1YOHPFmpmNqiw__small/img/W2Gl053PiLjKXrsXZ67Y76bTPfM=/fit-in/200x150/filters:strip_icc()/pic3064278.jpg,2025-12-10 17:13:34.394,202174,,,"Tuscany Essential Edition is an expansion for Viticulture which features the three most popular expansion modules from the original Tuscany expansion: 

     Extended Board: New game board featuring four full seasons for worker placement.
     Structure Cards: New cards that players can build to supplement their existing structure figures.
     Special Workers: New workers with their own special abilities, which players can train.


All other expansions from the original Tuscany expansion will go out of print.

Tuscany Essential Edition is recommended for use with Viticulture Essential Edition, but it is compatible with older versions of Viticulture as well.","[""Jamey Stegmaier"", ""Alan Stone""]","[""Stonemaier Games"", ""Albi"", ""Arclight Games"", ""Board Game Rookie"", ""Delta Vision Publishing"", ""Feuerland Spiele"", ""Ghenos Games"", ""Kilogames"", ""Korea Boardgames"", ""Ludofy Creative"", ""Maldito Games"", ""Matagot"", ""PHALANX"", ""Regatul Jocurilor"", ""Surfin' Meeple China""]","[""Advantage Token"", ""Race"", ""Variable Player Powers"", ""Worker Placement""]","[""Beth Sobel""]",8.53798,3.2558,,11460,14,false,https://cf.geekdo-images.com/Xf1C1NuxY1YOHPFmpmNqiw__original/img/VIztgqIeZAGhu9odjtoMo0zEaP4=/0x0/filters:format(jpeg)/pic3064278.jpg,false,,2025-12-10 17:13:34.394,BUY_LIST,false,,,,,
338,Dice Throne: Season One,"Card Game, Dice, Fantasy, Fighting",2018,2,6,20,40,https://cf.geekdo-images.com/crZpafHHxItU5EWPCgNbPA__small/img/6-MfhRxfMD7KwZq9jQT1tZFHTIY=/fit-in/200x150/filters:strip_icc()/pic3962955.jpg,2025-12-10 17:13:38.616,216734,,,"Dice Throne is a game of intriguing dice, tactical card play, powerful heroes, and unique abilities.

It's a fast-paced 2-6 player combat game (1v1, 2v2, 3v3, 2v2v2, or free-for-all). Select from a variety of heroes that play and feel completely distinct from one another. Attack opponents and activate abilities by rolling your hero's unique set of five dice. Accumulate combat points and spend them on cards that have a large range of effects, such as granting permanent hero upgrades, applying status effects, and manipulating dice directly (yours, your teammate's, or even your opponent's).


Let's take a look at a turn of a 1v1 game.

The game begins with 2 players selecting their heroes. Player One chooses Moon Elf and player two picks Barbarian. Each player begins the game with 50 HP (Health Points).

Player One (the Moon Elf) won the roll to go first. The Moon Elf draws their 4 starting game cards and begins the game with 1 CP (Combat Point). 

    Note- The player that wins the starting roll does not draw a card (above their starting hand of 4) or gain CP above their 1 starting CP. 



The Moon Elf then checks for status effects (like poison, or Burn) to resolve.

The next phase is called Main Phase (1). This is where the Moon Elf player can upgrade their hero board with cards from their hands if they have enough CP to pay for the upgrades. They can also play any Main Phase Action cards (blue cards).

Then they enter the Offensive Roll Phase. The Moon Elf can take up to 3 roll attempts (with their 5 dice) to accomplish an action or attack from their hero board. After deciding on an action within the 3 roll attempts an action is declared.

Then the Defensive Roll Phase begins where the opponent (Barbarian) can use their defensive roll (as it appears on their hero board). The amount of damage or incoming status affects are resolved and that concludes the Defensive Roll Phase.


     During Offensive and Defensive Roll Phase any player can play Roll Phase Action card","[""Nate Chatellier"", ""Manny Trembley""]","[""Dice Throne, Inc."", ""Mind Bottling Games"", ""Roxley""]","[""Dice Rolling"", ""Die Icon Resolution"", ""Re-rolling and Locking"", ""Take That"", ""Team-Based Game"", ""Variable Player Powers""]","[""Manny Trembley""]",7.4876,2.066,692,6460,8,false,https://cf.geekdo-images.com/crZpafHHxItU5EWPCgNbPA__original/img/SW7p_jpQKI-EGcMGjenPjHvGTL0=/0x0/filters:format(jpeg)/pic3962955.jpg,false,,2025-12-10 17:13:38.616,BUY_LIST,false,,,,,
346,"7 Wonders Duel: Pantheon","Expansion for Base-game, Ancient, Card Game, City Building, Civilization",2016,2,2,30,30,/thumbs/346-7 Wonders Duel: Pantheon.png,2025-12-11 00:01:31.503,202976,"346-7 Wonders Duel: Pantheon.png",CORE_STRATEGY,"A pantheon from several civilizations — including Greek, Egyptian, and Middle-Eastern — gets added to 7 Wonders Duel in 7 Wonders Duel: Pantheon, with each god having its own power to help you or hinder your opponent.

During Age I you collect mythology tokens — which allow you to choose which deities have a place in the Pantheon — and during Age II you collect offering tokens, which help you court those deities. Then, during Ages II and III, you can activate a god or goddess in the Pantheon instead of taking a card from the pyramid. To do so, you pay whatever that god or goddess demands from you in offerings, then place it next to your city.

With Isis on your side, you can use a card from the discard pile to construct one of your Wonders for free. Zeus, whose nod determines what happens and what does not, enables you to discard any single card from the card structure that you want, as well as any mythology or offering token that may be on it. The Phoenician goddess Tanit, whose people were renowned for trade, fills your coffers with twelve pieces of gold. Enki, the Sumerian god of crafts, technology, and creation, lets you choose one of two progress tokens. Minerva's ability to stop the conflict pawn from moving toward you can assist with a military victory or save you from military defeat.

What's more, instead of adding three guild cards to the deck for Age III, you add three of five Grand Temples. Each Grand Temple belongs to a different Mediterranean culture, and if you possess a mythology token from that culture, you can build the temple for free. These temples are worth a total of 5, 12, or 21 points, depending on how many you build.

7 Wonders Duel: Pantheon also includes two new Wonders: the Sanctuary (which gives you an additional turn and allows you to invoke deities at a reduced price) and the Divine Theater (which grants points and access to additional gods).","[""Antoine Bauza"", ""Bruno Cathala""]","[""Repos Production"", ""ADC Blackfire Entertainment"", ""Asterion Press"", ""CoolPlay"", ""Gal\u00e1pagos Jogos"", ""G\u00e9m Klub Kft."", ""Hobby Japan"", ""Korea Boardgames"", ""Lifestyle Boardgames Ltd"", ""Rebel Sp. z o.o."", ""Sombreros Production"", ""\u0406\u0433\u0440\u043e\u043c\u0430\u0433""]","[""Open Drafting"", ""Set Collection""]","[""Antoine Bauza"", ""Bruno Cathala"", ""Miguel Coimbra"", ""Antonio Dessi""]",7.9996,2.3196,,15956,10,false,https://cf.geekdo-images.com/iQRqtxgRuh-4J5vYLdhsMg__original/img/rwOQ9RK6_C9gIy-g_dgkdF6Mb7Y=/0x0/filters:format(png)/pic3143885.png,false,Strategy • Expansion for Base-game,2025-12-11 00:01:31.503,OWNED,true,5,requires_base,,,
278,Concordia,"Ancient, Economic, Nautical",2013,2,5,100,100,https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__small/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg,2025-12-10 17:12:24.073,124361,,,"Two thousand years ago, the Roman Empire ruled the lands around the Mediterranean Sea. With peace at the borders, harmony inside the provinces, uniform law, and a common currency, the economy thrived and gave rise to mighty Roman dynasties as they expanded throughout the numerous cities. Guide one of these dynasties and send colonists to the remote realms of the Empire; develop your trade network; and appease the ancient gods for their favor — all to gain the chance to emerge victorious!

Concordia is a peaceful, strategy game of economic development in Roman times for 2-5 players aged 13 and up. Instead of looking to the luck of dice or cards, players must rely on their strategic abilities. Be sure to watch your rivals to determine which goals they are pursuing and where you can outpace them! In the game, colonists are sent out from Rome to settle down in cities that produce bricks, food, tools, wine, and cloth. Each player starts with an identical set of playing cards and acquires more cards during the game. These cards serve two purposes:


    They allow a player to choose actions during the game.
    They are worth victory points (VPs) at the end of the game. 


Concordia is a strategy game that requires advanced planning and consideration of your opponent's moves. Every game is different, not only because of the sequence of new cards on sale but also due to the modular layout of cities. (One side of the game board shows the entire Roman Empire with 30 cities for 3-5 players, while the other shows Roman Italy with 25 cities for 2-4 players.) When all cards have been sold or after the first player builds their 15th house, the game ends. The player with the most VPs from the gods (Jupiter, Saturnus, Mercurius, Minerva, Vesta, etc.) wins the game.","[""Mac Gerdts""]","[""PD-Verlag"", ""999 Games"", ""Cranio Creations"", ""CrowD Games"", ""Ediciones MasQueOca"", ""Egmont Polska"", ""G\u00e9m Klub Kft."", ""Heidelberger Spieleverlag"", ""Korea Boardgames"", ""Laguna"", ""Lex Games"", ""New Games Order, LLC"", ""Playfun Games"", ""Rio Grande Games"", ""Ystari Games""]","[""Action Retrieval"", ""Advantage Token"", ""Auction: Dutch"", ""Deck, Bag, and Pool Building"", ""End Game Bonuses"", ""Hand Management"", ""Hidden Victory Points"", ""Investment"", ""Movement Points"", ""Network and Route Building"", ""Open Drafting"", ""Point to Point Movement"", ""Set Collection"", ""Variable Set-up""]","[""Marina Fahrenbach"", ""Mac Gerdts"", ""Dominik Mayer""]",8.0816,2.9867,28,44167,13,false,https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__original/img/BhJ3sB3uk-eSdR1iW4EP3cu0Wi0=/0x0/filters:format(jpeg)/pic3453267.jpg,false,,2025-12-10 17:12:24.073,BUY_LIST,false,,,,,
